종목코드,종목명,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금
"375500","DL이앤씨","40250","43900","3650","9.07","4781142","193632459200"
"37550L","DL이앤씨2우(전환)","34250","34950","700","2.04","47013","1600570450"
"37550K","DL이앤씨우","28550","29850","1300","4.55","68392","1968563650"
"068790","DMS","5050","5590","540","10.69","1201152","6451404075"
"007340","DN오토모티브","53000","56000","3000","5.66","411049","21925136350"
"004840","DRB동일","4520","4615","95","2.10","270377","1230768040"
"241520","DSC인베스트먼트","4180","4630","450","10.77","6330783","28996648995"
"155660","DSR","5400","6150","750","13.89","1674362","9564970360"
"069730","DSR제강","4795","5360","565","11.78","1244522","6225827225"
"017940","E1","44950","45200","250","0.56","188668","8311651000"
"245620","EDGC","3280","2840","-440","-13.41","44146228","150247432295"
"037370","EG","9200","10500","1300","14.13","804894","7952549810"
"278990","EMB","5490","5990","500","9.11","17863","90538320"
"365550","ESR켄달스퀘어리츠","5460","5530","70","1.28","5017467","26374216534"
"050120","ES큐브","3900","3840","-60","-1.54","786666","3069207095"
"084180","EV수성","1525","1370","-155","-10.16","22197711","32979156725"
"383220","F&F","138000","155500","17500","12.68","2722032","407117477500"
"007700","F&F홀딩스","18800","19800","1000","5.32","795527","15541747150"
"214270","FSN","4420","5040","620","14.03","21211684","111255013590"
"130500","GH신소재","4910","4955","45","0.92","30713116","171286250890"
"114090","GKL","13950","15000","1050","7.53","5024277","71205194600"
"900290","GRT","1240","1300","60","4.84","2698047","3443414950"
"078930","GS","39650","42800","3150","7.94","3838080","154588960150"
"083450","GST","21750","21850","100","0.46","1597676","35027710000"
"006360","GS건설","29550","32050","2500","8.46","15669055","462325365700"
"001250","GS글로벌","3240","3905","665","20.52","229878540","842396365230"
"007070","GS리테일","25500","25750","250","0.98","4901528","120538188650"
"078935","GS우","34550","35150","600","1.74","59429","2033267850"
"297890","HB솔루션","13100","13600","500","3.82","1158738","15434126000"
"078150","HB테크놀러지","1865","2030","165","8.85","13783206","27850988975"
"012630","HDC","6540","6940","400","6.12","1232158","8254267320"
"039570","HDC랩스","8460","8810","350","4.14","890109","8271685980"
"089470","HDC현대EP","3865","4250","385","9.96","435611","1763237170"
"294870","HDC현대산업개발","11450","13100","1650","14.41","6960372","82925118850"
"267250","HD현대","52900","58300","5400","10.21","3178809","171833911650"
"097230","HJ중공업","6800","6870","70","1.03","278277","1894551660"
"195940","HK이노엔","40150","43800","3650","9.09","12456079","531195972750"
"028300","HLB","40300","47750","7450","18.49","26068170","1143389592300"
"003580","HLB글로벌","10100","9660","-440","-4.36","13465171","131722714890"
"343090","HLB사이언스","4100","4180","80","1.95","320386","1244809835"
"067630","HLB생명과학","13000","14200","1200","9.23","26074449","348193701750"
"047920","HLB제약","15650","16550","900","5.75","7831902","119598053650"
"115450","HLB테라퓨틱스","13400","12100","-1300","-9.70","5133582","64154700300"
"011200","HMM","25100","25350","250","1.00","39415954","954909209100"
"036640","HRS","6190","6720","530","8.56","2678806","16952785290"
"082740","HSD엔진","7298","8680","1382","18.94","9068574","80522185950"
"335870","IBKS제12호스팩","2460","2890","430","17.48","6091608","15362302930"
"351340","IBKS제13호스팩","2030","2020","-10","-0.49","1339590","2762906440"
"388790","IBKS제16호스팩","2225","2225","0","0.00","0","0"
"405350","IBKS제17호스팩","2280","2270","-10","-0.44","458950","1052079215"
"003560","IHQ","719","727","8","1.11","11359484","8565320391"
"095340","ISC","32550","31350","-1200","-3.69","4490646","148211623350"
"099520","ITX-AI","1285","1285","0","0.00","0","0"
"175330","JB금융지주","7130","7370","240","3.37","5817655","42438004790"
"950170","JTC","2845","2690","-155","-5.45","658792","1773216845"
"234080","JW생명과학","13350","13700","350","2.62","271277","3691256500"
"067290","JW신약","3845","4140","295","7.67","8714657","35793768510"
"001060","JW중외제약","24050","23050","-1000","-4.16","1743326","42510632700"
"001067","JW중외제약2우B","70300","70500","200","0.28","2852","202825700"
"001065","JW중외제약우","36600","36550","-50","-0.14","5644","203467550"
"096760","JW홀딩스","3360","3460","100","2.98","705792","2439774275"
"035900","JYP Ent.","53400","57600","4200","7.87","8269688","463362368900"
"318000","KBG","5930","6610","680","11.47","1030806","6447596360"
"024840","KBI메탈","1715","1835","120","7.00","2625368","4726133390"
"105560","KB금융","47000","51400","4400","9.36","25542505","1213925608851"
"024120","KB오토시스","5620","5480","-140","-2.49","1317303","7134167040"
"002380","KCC","287500","307500","20000","6.96","772545","225452583500"
"021320","KCC건설","6870","7270","400","5.82","422106","2899871020"
"344820","KCC글라스","44800","49400","4600","10.27","494454","22797768700"
"036670","KCI","8190","8870","680","8.30","209918","1806388780"
"009070","KCTC","4460","5180","720","16.14","8291232","43621886280"
"009440","KC그린홀딩스","5020","4945","-75","-1.49","2666986","13055928005"
"112190","KC산업","3420","3695","275","8.04","15758","53561315"
"119650","KC코트렐","4230","4625","395","9.34","1189644","5274229630"
"044180","KD","1035","1075","40","3.86","1591798","1627265425"
"092220","KEC","2545","2725","180","7.07","44109664","119269331870"
"151860","KG ETS","15850","15700","-150","-0.95","27281435","418918135050"
"046440","KG모빌리언스","7130","7320","190","2.66","3763333","26297602290"
"016380","KG스틸","13150","12700","-450","-3.42","14611183","181895890200"
"035600","KG이니시스","13700","14150","450","3.28","2477779","33958374450"
"001390","KG케미칼","26100","29150","3050","11.69","7648857","216720027900"
"226360","KH 건설","919","865","-54","-5.88","171524905","151927460582"
"111870","KH 전자","753","815","62","8.23","34528513","26647631010"
"033180","KH 필룩스","1525","1510","-15","-0.98","17043176","25238952820"
"060720","KH바텍","18200","19550","1350","7.42","4496375","90574854800"
"001940","KISCO홀딩스","14050","14250","200","1.42","409114","5713981600"
"058400","KNN","1010","1070","60","5.94","7206308","7516619634"
"114450","KPX생명과학","5280","5610","330","6.25","26522734","170860483210"
"025000","KPX케미칼","47950","51400","3450","7.19","49756","2462274300"
"092230","KPX홀딩스","59600","60500","900","1.51","15296","913980600"
"000040","KR모터스","633","717","84","13.27","57436045","44577380064"
"044450","KSS해운","9650","10900","1250","12.95","687484","6888867430"
"030200","KT","36650","38450","1800","4.91","16046552","602337642125"
"033780","KT&G","80700","81100","400","0.50","5087707","414067521600"
"058850","KTcs","2015","2400","385","19.11","19627640","45165100355"
"058860","KTis","2595","2815","220","8.48","7388495","19826159950"
"060370","KT서브마린","6450","6970","520","8.06","13909633","94722469220"
"122450","KX","7690","7860","170","2.21","984070","7498787390"
"052900","KX하이텍","1380","1505","125","9.06","10257768","15316981465"
"093050","LF","16150","17000","850","5.26","947865","15710259900"
"003550","LG","78400","81600","3200","4.08","3563936","280710625400"
"034220","LG디스플레이","15250","16450","1200","7.87","28444658","434760399000"
"051900","LG생활건강","714000","742000","28000","3.92","1245008","923910389271"
"051905","LG생활건강우","330500","363500","33000","9.98","109360","38336526500"
"373220","LG에너지솔루션","388000","469000","81000","20.88","12430246","5092534962500"
"003555","LG우","61400","62800","1400","2.28","40658","2505399100"
"032640","LG유플러스","12300","12600","300","2.44","15655125","193129733808"
"011070","LG이노텍","338000","342500","4500","1.33","4875945","1680593913500"
"066570","LG전자","92000","96300","4300","4.67","13267192","1236985241800"
"066575","LG전자우","44800","47150","2350","5.25","397012","18146114550"
"037560","LG헬로비전","5610","5480","-130","-2.32","12398026","70099721520"
"051910","LG화학","540000","670000","130000","24.07","6110382","3548712396491"
"051915","LG화학우","254500","326500","72000","28.29","328283","92203634558"
"079550","LIG넥스원","69400","90000","20600","29.68","5624521","466001751400"
"006260","LS","55400","62100","6700","12.09","3061745","170190928000"
"010120","LS ELECTRIC","53200","58800","5600","10.53","3550674","194708928100"
"000680","LS네트웍스","2650","3135","485","18.30","1866005","5572756740"
"229640","LS전선아시아","6920","7360","440","6.36","5772253","42465261980"
"108320","LX세미콘","95500","92900","-2600","-2.72","4566739","428216657200"
"001120","LX인터내셔널","29600","33600","4000","13.51","5915903","184322365500"
"108670","LX하우시스","42100","45250","3150","7.48","530738","22763461050"
"108675","LX하우시스우","20400","21900","1500","7.35","64932","1308135200"
"383800","LX홀딩스","8950","8690","-260","-2.91","2967111","25718521360"
"38380K","LX홀딩스1우","12150","12250","100","0.82","67920","813995350"
"023150","MH에탄올","8550","9090","540","6.32","3313123","31559357070"
"035420","NAVER","249000","269500","20500","8.23","14915167","3763316313094"
"160550","NEW","7150","8490","1340","18.74","7340024","57661833460"
"053290","NE능률","5410","5640","230","4.25","20898599","135678206520"
"181710","NHN","27650","29400","1750","6.33","2254221","63804916350"
"104200","NHN벅스","9070","9270","200","2.21","6655892","63728616150"
"060250","NHN한국사이버결제","12850","13650","800","6.23","14080409","195360773550"
"400760","NH올원리츠","4540","4630","90","1.98","1099528","4900739510"
"005940","NH투자증권","9230","10050","820","8.88","12917819","122530771270"
"005945","NH투자증권우","9210","9910","700","7.60","732685","6958907750"
"338100","NH프라임리츠","4660","4670","10","0.21","621469","2856507125"
"034310","NICE","14600","13450","-1150","-7.88","1154382","16115604600"
"030190","NICE평가정보","14250","16500","2250","15.79","2055255","31108728833"
"008260","NI스틸","4850","5030","180","3.71","2525432","12512171520"
"004250","NPC","8770","9720","950","10.83","38240870","364705038950"
"004255","NPC우","4725","5060","335","7.09","6617736","34761567180"
"010060","OCI","127000","126500","-500","-0.39","14204674","1667757703000"
"178920","PI첨단소재","33850","38700","4850","14.33","2485640","88640720150"
"024940","PN풍년","4910","5710","800","16.29","4704204","24244894455"
"005490","POSCO홀딩스","231000","255000","24000","10.39","5988027","1403368850630"
"218410","RFHIC","21900","23650","1750","7.99","2139506","48242191250"
"327260","RF머트리얼즈","11150","10800","-350","-3.14","349062","3844971700"
"091340","S&K폴리텍","4235","4500","265","6.26","192489","836259660"
"010950","S-Oil","93000","86400","-6600","-7.10","9542174","854915055172"
"010955","S-Oil우","58000","56700","-1300","-2.24","301253","17277533200"
"019550","SBI인베스트먼트","1550","1465","-85","-5.48","20753773","30149140100"
"950110","SBI핀테크솔루션즈","4305","4805","500","11.61","125841","579112665"
"034120","SBS","42600","43650","1050","2.46","937893","39039433200"
"046140","SBS콘텐츠허브","6030","7050","1020","16.92","2105475","14839027800"
"151910","SBW생명과학","3800","3240","-560","-14.74","5389726","19284581630"
"036120","SCI평가정보","3340","2970","-370","-11.08","18460230","62573170645"
"099220","SDN","2510","3030","520","20.72","276112349","809942656620"
"036540","SFA반도체","5140","5340","200","3.89","34576926","185184198915"
"255220","SG","1595","1780","185","11.60","25946995","47931716140"
"040610","SG&G","1995","2140","145","7.27","9355647","19991750770"
"049470","SGA","943","940","-3","-0.32","4114263","3861798510"
"184230","SGA솔루션즈","865","985","120","13.87","36941953","37725747932"
"005090","SGC에너지","33600","38350","4750","14.14","1513452","54122694350"
"016250","SGC이테크건설","43500","50100","6600","15.17","114063","5301825250"
"001380","SG글로벌","1360","1495","135","9.93","2802501","4143899990"
"004060","SG세계물산","560","618","58","10.36","16701790","9835372699"
"001770","SHD","30050","32150","2100","6.99","200684","6095074100"
"002360","SH에너지화학","1000","1115","115","11.50","104069717","111318685617"
"009160","SIMPAC","6250","6550","300","4.80","2782537","17458508050"
"123700","SJM","3500","3660","160","4.57","187803","677003180"
"025530","SJM홀딩스","3005","3130","125","4.16","1323047","4005008595"
"034730","SK","208500","229000","20500","9.83","2523749","543959860988"
"337450","SK5호스팩","5040","3405","-1635","-32.44","64369408","322735459310"
"340350","SK6호스팩","2265","2115","-150","-6.62","7888943","17130508965"
"011790","SKC","132000","133000","1000","0.76","4332732","570751116000"
"018670","SK가스","112000","116000","4000","3.57","261144","29161823000"
"001740","SK네트웍스","4250","4370","120","2.82","8246132","35951397545"
"001745","SK네트웍스우","57600","61800","4200","7.29","5168","304124400"
"006120","SK디스커버리","34800","36350","1550","4.45","337091","11981224150"
"006125","SK디스커버리우","30250","30800","550","1.82","35948","1095984850"
"210980","SK디앤디","24800","28250","3450","13.91","461186","11752888250"
"068400","SK렌터카","8260","8860","600","7.26","3410685","31773184040"
"395400","SK리츠","5710","5450","-260","-4.55","6704700","35978182180"
"302440","SK바이오사이언스","140000","124000","-16000","-11.43","20585908","2812797768000"
"326030","SK바이오팜","78800","80700","1900","2.41","2091569","164548019800"
"402340","SK스퀘어","39800","43550","3750","9.42","6695848","278190179070"
"260870","SK시그넷","48350","51100","2750","5.69","156475","8097704800"
"361610","SK아이이테크놀로지","82000","93800","11800","14.39","11038256","929314601800"
"03473K","SK우","184500","196000","11500","6.23","13629","2532210000"
"096770","SK이노베이션","171500","194500","23000","13.41","8268296","1492014648000"
"096775","SK이노베이션우","110500","120000","9500","8.60","44815","5114379500"
"001510","SK증권","726","773","47","6.47","21301875","15883494449"
"001515","SK증권우","2980","3095","115","3.86","113318","341043145"
"285130","SK케미칼","102000","106000","4000","3.92","1318380","138068254500"
"28513K","SK케미칼우","51700","53100","1400","2.71","141066","7452436400"
"017670","SK텔레콤","54000","52700","-1300","-2.41","11016176","590479779001"
"000660","SK하이닉스","94800","94300","-500","-0.53","66336176","6485338463162"
"048550","SM C&C","3350","4080","730","21.79","50761608","197698223255"
"063440","SM Life Design","2130","2400","270","12.68","20464711","48250035300"
"064960","SNT모티브","41000","42000","1000","2.44","806291","34618031500"
"100840","SNT에너지","16550","17800","1250","7.55","608518","9892547700"
"003570","SNT중공업","6800","9130","2330","34.26","11010421","92280399960"
"036530","SNT홀딩스","15450","15600","150","0.97","495031","7927023800"
"005610","SPC삼립","80900","86300","5400","6.67","308094","25176636700"
"011810","STX","3275","3520","245","7.48","764500","2524054965"
"077970","STX엔진","13200","15750","2550","19.32","2817761","40848724400"
"071970","STX중공업","4260","4685","425","9.98","1447784","6264255260"
"002820","SUN&L","4590","4555","-35","-0.76","281807","1256599280"
"289080","SV인베스트먼트","2655","2915","260","9.79","21152222","62257555750"
"084870","TBH글로벌","1980","2050","70","3.54","1930005","3926310050"
"002710","TCC스틸","12600","14250","1650","13.10","16825020","228543434400"
"089230","THE E&M","456","543","87","19.08","32060279","17261981277"
"161570","THE MIDONG","1235","1255","20","1.62","759878","936610630"
"192410","THQ","4765","4550","-215","-4.51","8046514","38637533275"
"032540","TJ미디어","5830","6640","810","13.89","3430318","22069131950"
"022220","TKG애강","1880","1880","0","0.00","26628930","51800224120"
"069260","TKG휴켐스","19900","20150","250","1.26","3186781","62402331000"
"048770","TPC","4795","4875","80","1.67","15424846","75927653930"
"246690","TS인베스트먼트","2580","2350","-230","-8.91","34376738","83261459885"
"317240","TS트릴리온","853","872","19","2.23","7625097","6457015898"
"002900","TYM","2510","2445","-65","-2.59","166520498","428663911455"
"038340","UCI","1335","1335","0","0.00","0","0"
"073570","WI","1020","917","-103","-10.10","13741480","13586432297"
"024070","WISCOM","3300","3200","-100","-3.03","373518","1192171240"
"057030","YBM넷","4060","4695","635","15.64","16881525","87176895610"
"037270","YG PLUS","5470","6840","1370","25.05","17980287","112251272400"
"040300","YTN","3650","3620","-30","-0.82","276455","993626070"
"051390","YW","3680","3850","170","4.62","217790","814335275"
"052220","iMBC","3180","3460","280","8.81","1174543","3810626190"
"079940","가비아","11100","12250","1150","10.36","438145","5094589550"
"078890","가온미디어","8470","8380","-90","-1.06","3985381","33833987650"
"000500","가온전선","23150","21000","-2150","-9.29","386174","8464961750"
"399720","가온칩스","24650","27150","2500","10.14","13103078","337307711500"
"036620","감성코퍼레이션","1625","1770","145","8.92","9774618","16981938145"
"000860","강남제비스코","21050","23450","2400","11.40","152871","3426445550"
"217730","강스템바이오텍","2845","3940","1095","38.49","5093902","18005482845"
"035250","강원랜드","25450","25650","200","0.79","10568317","261862302400"
"114190","강원에너지","6370","5130","-1240","-19.47","6890454","38226870300"
"094480","갤럭시아머니트리","6080","7540","1460","24.01","39272699","301865851100"
"011420","갤럭시아에스엠","1865","2040","175","9.38","7105560","13858366445"
"039240","경남스틸","3275","3635","360","10.99","2914833","9825494395"
"053950","경남제약","2655","2545","-110","-4.14","19816681","57488826720"
"002100","경농","10850","11650","800","7.37","946915","10554735200"
"009450","경동나비엔","38450","39000","550","1.43","768048","30216653300"
"267290","경동도시가스","20550","23700","3150","15.33","1339918","30466304950"
"012320","경동인베스트","34000","34450","450","1.32","63599","2227329150"
"011040","경동제약","8930","8840","-90","-1.01","1658454","15047355950"
"000050","경방","12300","13100","800","6.50","107963","1389818450"
"214390","경보제약","7140","7180","40","0.56","278343","2000948760"
"012610","경인양행","5460","6030","570","10.44","2971709","17178401180"
"009140","경인전자","25500","27850","2350","9.22","74441","1962512300"
"024910","경창산업","2430","2610","180","7.41","1051702","2656074945"
"013580","계룡건설","25000","26000","1000","4.00","952098","23046456400"
"012200","계양전기","3060","3305","245","8.01","4629904","15193845465"
"012205","계양전기우","6670","5870","-800","-11.99","429388","2710152430"
"002140","고려산업","7070","4885","-2185","-30.91","29964916","180856224710"
"198440","고려시멘트","3450","3720","270","7.83","30129642","112849736140"
"049720","고려신용정보","11600","10550","-1050","-9.05","18622750","222235597500"
"010130","고려아연","463000","582000","119000","25.70","1109696","554830090000"
"002240","고려제강","20400","21550","1150","5.64","627389","12873745350"
"014570","고려제약","7700","8150","450","5.84","634117","5091814380"
"348150","고바이오랩","12750","14000","1250","9.80","744156","10184513800"
"098460","고영","13450","14700","1250","9.29","4811443","66746981905"
"035290","골드앤에스","2410","2425","15","0.62","9284807","24472892970"
"038530","골드퍼시픽","674","666","-8","-1.19","49896192","38839877870"
"900280","골든센츄리","371","382","11","2.96","35612114","14221579159"
"215000","골프존","139900","138600","-1300","-0.93","971056","135760231900"
"121440","골프존뉴딘홀딩스","7050","6920","-130","-1.84","885246","6040313470"
"183410","골프존데카","4390","4480","90","2.05","14412","61098520"
"366030","공구우먼","31600","11300","-20300","-64.24","34580951","514060147400"
"076340","관악산업","6700","6990","290","4.33","31564","165029030"
"009290","광동제약","6390","6700","310","4.85","8295529","57403321610"
"014200","광림","1490","1440","-50","-3.36","28621481","41113158235"
"017040","광명전기","3170","2935","-235","-7.41","19565655","58789440965"
"029480","광무","2855","3680","825","28.90","3798068","13969212165"
"017900","광전자","2260","2450","190","8.41","1609147","3771936715"
"037710","광주신세계","33300","33550","250","0.75","107960","3557119050"
"026910","광진실업","4895","5810","915","18.69","1254626","7077640035"
"355150","교보10호스팩","2240","2240","0","0.00","245621","549751790"
"397880","교보11호스팩","2145","2130","-15","-0.70","324126","696562715"
"421800","교보12호스팩","2105","2115","10","0.48","454236","961925490"
"331520","교보9호스팩","2470","2260","-210","-8.50","23918531","60270789405"
"030610","교보증권","6350","6440","90","1.42","727891","4553298020"
"339770","교촌에프앤비","11800","12150","350","2.97","750777","8918264700"
"053270","구영테크","3275","3370","95","2.90","17952926","61402623755"
"007690","국도화학","48850","51600","2750","5.63","549044","27085468950"
"005320","국동","1785","1800","15","0.84","27885793","55442783565"
"001140","국보","1190","1075","-115","-9.66","21100015","23740684730"
"066620","국보디자인","17000","17750","750","4.41","400158","6956420750"
"043650","국순당","8830","9390","560","6.34","1320919","11984024620"
"006050","국영지앤엠","1530","1630","100","6.54","10973077","18343681745"
"060480","국일신동","2970","3680","710","23.91","16498775","65093793055"
"078130","국일제지","2615","2710","95","3.63","9155409","23890297120"
"307750","국전약품","7380","8080","700","9.49","71980666","659753532400"
"002720","국제약품","5770","5580","-190","-3.29","11426688","67000981540"
"243870","굿센","15000","15500","500","3.33","2899","45532350"
"035080","그래디언트","18000","19550","1550","8.61","1637175","30038534450"
"204020","그리티","3145","3325","180","5.72","5766675","19031761245"
"083420","그린케미칼","7080","8950","1870","26.41","24555091","220254600770"
"186230","그린플러스","12000","13450","1450","12.08","881992","11188822850"
"014530","극동유화","3615","3775","160","4.43","2450273","8929607335"
"900070","글로벌에스엠","800","779","-21","-2.63","8045186","6393043699"
"204620","글로벌텍스프리","2475","2445","-30","-1.21","4774100","12488203750"
"019660","글로본","2490","2915","425","17.07","6086558","16544765600"
"014280","금강공업","7140","7430","290","4.06","2078642","14641211550"
"014285","금강공업우","12900","13050","150","1.16","26208","334139250"
"053260","금강철강","7120","7060","-60","-0.84","1956724","13516210140"
"008870","금비","71100","71000","-100","-0.14","49926","3735931400"
"001570","금양","5200","10300","5100","98.08","281312946","2429177041690"
"002990","금호건설","8010","8790","780","9.74","1225735","10065412330"
"002995","금호건설우","26550","28800","2250","8.47","6268","168280900"
"011780","금호석유","138000","133500","-4500","-3.26","2369906","298586937500"
"011785","금호석유우","87600","90200","2600","2.97","201223","17023267900"
"214330","금호에이치티","1290","1215","-75","-5.81","26641974","34386419555"
"001210","금호전기","1400","1415","15","1.07","4295686","5891936225"
"073240","금호타이어","3475","3725","250","7.19","5427369","19175253450"
"036190","금화피에스시","29850","30200","350","1.17","54322","1600048750"
"049080","기가레인","1525","1610","85","5.57","10958879","17299527010"
"035460","기산텔레콤","3425","4060","635","18.54","31626666","117894620455"
"092440","기신정기","3485","3750","265","7.60","371114","1336436575"
"000270","기아","76800","80700","3900","5.08","28780260","2324347561256"
"024110","기업은행","9210","9590","380","4.13","20143730","186676520280"
"013700","까뮤이앤씨","1910","2395","485","25.39","74231669","170738075480"
"308100","까스텔바작","9980","11100","1120","11.22","18346939","192666459680"
"004540","깨끗한나라","3505","3700","195","5.56","3472103","12762475080"
"004545","깨끗한나라우","19300","20050","750","3.89","7263","139719400"
"187790","나노","1095","1205","110","10.05","2421714","2817341060"
"286750","나노브릭","2065","2330","265","12.83","5609881","12822301545"
"121600","나노신소재","72100","88500","16400","22.75","4274320","343026690500"
"247660","나노씨엠에스","34500","30950","-3550","-10.29","4702832","165463334500"
"039860","나노엔텍","5440","5590","150","2.76","20761454","129337498440"
"091970","나노캠텍","1610","1610","0","0.00","0","0"
"244880","나눔테크","3035","3075","40","1.32","1345","3987535"
"288490","나라소프트","145","125","-20","-13.79","315649","39899491"
"051490","나라엠앤디","6420","7430","1010","15.73","5640745","40252400800"
"137080","나래나노텍","9110","9060","-50","-0.55","4410486","42240382520"
"190510","나무가","9430","10200","770","8.17","3544660","35823613590"
"242040","나무기술","1790","2055","265","14.80","21813002","47037167855"
"089600","나스미디어","22800","25700","2900","12.72","455352","11153814400"
"293580","나우IB","8550","8580","30","0.35","1359750","12257259010"
"257990","나우코스","5880","7100","1220","20.75","21210","137083670"
"138610","나이벡","24000","24000","0","0.00","1064165","26221386950"
"130580","나이스디앤비","7310","7900","590","8.07","788945","6709730190"
"036800","나이스정보통신","25200","26000","800","3.17","691739","17961360150"
"267320","나인테크","3605","4005","400","11.10","46479353","179571346820"
"001260","남광토건","11350","11550","200","1.76","2039825","22462843940"
"008350","남선알미늄","2130","2265","135","6.34","62411010","141399696055"
"008355","남선알미우","22050","23800","1750","7.94","81168","1903588500"
"004270","남성","2260","2445","185","8.19","2522784","6133340605"
"003920","남양유업","369500","385000","15500","4.19","12558","4659062000"
"003925","남양유업우","199500","213000","13500","6.77","2112","430134000"
"025860","남해화학","9650","10050","400","4.15","9838413","94988083550"
"111710","남화산업","7450","8080","630","8.46","190851","1453864540"
"091590","남화토건","7480","7870","390","5.21","1513825","11961723290"
"168330","내츄럴엔도텍","4265","4880","615","14.42","1047653","5102685830"
"094860","네오리진","717","737","20","2.79","22120748","17343972481"
"253590","네오셈","3430","3315","-115","-3.35","3533062","12081160170"
"212560","네오오토","6050","7470","1420","23.47","6221912","46416477430"
"095660","네오위즈","25900","28100","2200","8.49","7604316","209720259650"
"042420","네오위즈홀딩스","29450","32800","3350","11.38","2314010","74469131850"
"950220","네오이뮨텍","4520","5190","670","14.82","58799554","301806074000"
"311390","네오크레마","13800","14000","200","1.45","1849618","28313080100"
"085910","네오티스","5010","5470","460","9.18","1775885","9235159335"
"092730","네오팜","20150","20400","250","1.24","233019","4769732800"
"290660","네오펙트","2095","2190","95","4.53","1755942","3968766870"
"306620","네온테크","4405","4480","75","1.70","41372017","191536644710"
"153460","네이블","7180","7400","220","3.06","193343","1449537630"
"007390","네이처셀","18950","23100","4150","21.90","23828401","548994830950"
"033640","네패스","19250","20350","1100","5.71","2404627","46880846600"
"330860","네패스아크","28550","29200","650","2.28","846016","24086290400"
"005720","넥센","3470","3640","170","4.90","258280","916669200"
"005725","넥센우","3085","3030","-55","-1.78","88164","257116610"
"002350","넥센타이어","5520","6490","970","17.57","3031880","18835475360"
"002355","넥센타이어1우B","2745","2930","185","6.74","392759","1075580200"
"089140","넥스턴바이오","2785","3340","555","19.93","57061328","194541966470"
"137940","넥스트아이","720","742","22","3.06","5229374","3953358130"
"396270","넥스트칩","14700","11000","-3700","-25.17","16802662","216918901900"
"348210","넥스틴","59000","56000","-3000","-5.08","1413737","85708866600"
"225570","넥슨게임즈","17450","22300","4850","27.79","21024646","435546266050"
"217270","넵튠","11650","15050","3400","29.18","7422422","115071020100"
"251270","넷마블","68700","72000","3300","4.80","4592445","322856621700"
"317860","노드메이슨","7300","8490","1190","16.30","2084","15469890"
