종목코드,종목명,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금
"051915","LG화학우","254500","326000","71500","28.09","328385","92236886558"
"079550","LIG넥스원","69400","89800","20400","29.39","5632576","466725773800"
"006260","LS","55400","62300","6900","12.45","3062774","170254990200"
"010120","LS ELECTRIC","53200","58800","5600","10.53","3551489","194756839700"
"000680","LS네트웍스","2650","3135","485","18.30","1866081","5572994995"
"229640","LS전선아시아","6920","7380","460","6.65","5772477","42466912950"
"108320","LX세미콘","95500","93000","-2500","-2.62","4567864","428321175800"
"001120","LX인터내셔널","29600","33600","4000","13.51","5916402","184339110800"
"108670","LX하우시스","42100","45300","3200","7.60","530885","22770106650"
"108675","LX하우시스우","20400","21700","1300","6.37","64992","1309437200"
"383800","LX홀딩스","8950","8690","-260","-2.91","2971335","25755252900"
"38380K","LX홀딩스1우","12150","12250","100","0.82","67920","813995350"
"023150","MH에탄올","8550","9090","540","6.32","3313123","31559357070"
"035420","NAVER","249000","269000","20000","8.03","14918041","3764089817094"
"160550","NEW","7150","8480","1330","18.60","7342086","57679320520"
"053290","NE능률","5410","5640","230","4.25","20899550","135683569100"
"181710","NHN","27650","29400","1750","6.33","2255148","63832170200"
"104200","NHN벅스","9070","9290","220","2.43","6656432","63733629640"
"060250","NHN한국사이버결제","12850","13600","750","5.84","14099790","195624580650"
"400760","NH올원리츠","4540","4630","90","1.98","1099528","4900739510"
"005940","NH투자증권","9230","10000","770","8.34","12921784","122570452620"
"005945","NH투자증권우","9210","9910","700","7.60","732726","6959313870"
"338100","NH프라임리츠","4660","4670","10","0.21","621581","2857030165"
"034310","NICE","14600","13400","-1200","-8.22","1154415","16116048300"
"030190","NICE평가정보","14250","16650","2400","16.84","2072300","31392252233"
"008260","NI스틸","4850","5030","180","3.71","2525592","12512975410"
"004250","NPC","8770","9730","960","10.95","38242358","364719504570"
"004255","NPC우","4725","5060","335","7.09","6618143","34763625250"
"010060","OCI","127000","127000","0","0.00","14208300","1668216565000"
"178920","PI첨단소재","33850","38700","4850","14.33","2486245","88664134700"
"024940","PN풍년","4910","5710","800","16.29","4705722","24253562235"
"005490","POSCO홀딩스","231000","255000","24000","10.39","5991884","1404352243630"
"218410","RFHIC","21900","23700","1800","8.22","2139549","48243208350"
"327260","RF머트리얼즈","11150","10800","-350","-3.14","349084","3845209300"
"091340","S&K폴리텍","4235","4500","265","6.26","192489","836259660"
"010950","S-Oil","93000","86600","-6400","-6.88","9544299","855098856072"
"010955","S-Oil우","58000","56700","-1300","-2.24","301290","17279636700"
"019550","SBI인베스트먼트","1550","1470","-80","-5.16","20759711","30157845460"
"950110","SBI핀테크솔루션즈","4305","4820","515","11.96","125889","579343350"
"034120","SBS","42600","43700","1100","2.58","938306","39057479100"
"046140","SBS콘텐츠허브","6030","7040","1010","16.75","2106143","14843718340"
"151910","SBW생명과학","3800","3240","-560","-14.74","5400583","19319761540"
"036120","SCI평가정보","3340","2970","-370","-11.08","18460338","62573491370"
"099220","SDN","2510","3025","515","20.52","276135526","810012833665"
"036540","SFA반도체","5140","5340","200","3.89","34591645","185262708605"
"255220","SG","1595","1780","185","11.60","25951483","47939704805"
"040610","SG&G","1995","2145","150","7.52","9361255","20003776770"
"049470","SGA","943","938","-5","-0.53","4114267","3861802264"
"184230","SGA솔루션즈","865","983","118","13.64","36955153","37738675369"
"005090","SGC에너지","33600","38450","4850","14.43","1513580","54127615950"
"016250","SGC이테크건설","43500","50100","6600","15.17","114076","5302476550"
"001380","SG글로벌","1360","1495","135","9.93","2802501","4143899990"
"004060","SG세계물산","560","618","58","10.36","16707451","9838865542"
"001770","SHD","30050","32100","2050","6.82","200757","6097417700"
"002360","SH에너지화학","1000","1110","110","11.00","104076959","111326724247"
"009160","SIMPAC","6250","6550","300","4.80","2782537","17458508050"
"123700","SJM","3500","3665","165","4.71","187805","677010500"
"025530","SJM홀딩스","3005","3125","120","3.99","1323147","4005321095"
"034730","SK","208500","228500","20000","9.59","2524053","544029403988"
"337450","SK5호스팩","5040","3410","-1630","-32.34","64370021","322737547900"
"340350","SK6호스팩","2265","2115","-150","-6.62","7888943","17130508965"
"011790","SKC","132000","132500","500","0.38","4335214","571080848000"
"018670","SK가스","112000","116500","4500","4.02","261415","29193387000"
"001740","SK네트웍스","4250","4370","120","2.82","8246683","35953805420"
"001745","SK네트웍스우","57600","61800","4200","7.29","5168","304124400"
"006120","SK디스커버리","34800","36350","1550","4.45","337116","11982132900"
"006125","SK디스커버리우","30250","30800","550","1.82","35948","1095984850"
"210980","SK디앤디","24800","28300","3500","14.11","461193","11753086200"
"068400","SK렌터카","8260","8840","580","7.02","3411444","31779903420"
"395400","SK리츠","5710","5450","-260","-4.55","6705116","35980449630"
"302440","SK바이오사이언스","140000","124000","-16000","-11.43","20587651","2813013896500"
"326030","SK바이오팜","78800","80700","1900","2.41","2091983","164581427800"
"402340","SK스퀘어","39800","43500","3700","9.30","6696943","278237826370"
"260870","SK시그넷","48350","51100","2750","5.69","156515","8099750900"
"361610","SK아이이테크놀로지","82000","94400","12400","15.12","11046251","930067298800"
"03473K","SK우","184500","196000","11500","6.23","13630","2532406000"
"096770","SK이노베이션","171500","194000","22500","13.12","8269122","1492175147000"
"096775","SK이노베이션우","110500","120000","9500","8.60","44815","5114379500"
"001510","SK증권","726","773","47","6.47","21302465","15883950514"
"001515","SK증권우","2980","3095","115","3.86","113318","341043145"
"285130","SK케미칼","102000","106500","4500","4.41","1318413","138071755500"
"28513K","SK케미칼우","51700","53100","1400","2.71","141066","7452436400"
"017670","SK텔레콤","54000","52500","-1500","-2.78","11027484","591074514601"
"000660","SK하이닉스","94800","94300","-500","-0.53","66379254","6489396598362"
"048550","SM C&C","3350","4085","735","21.94","50767526","197722383580"
"063440","SM Life Design","2130","2400","270","12.68","20466299","48253846500"
"064960","SNT모티브","41000","41950","950","2.32","807548","34670765750"
"100840","SNT에너지","16550","17900","1350","8.16","610439","9926855850"
"003570","SNT중공업","6800","9100","2300","33.82","11014027","92313277620"
"036530","SNT홀딩스","15450","15600","150","0.97","495246","7930377800"
"005610","SPC삼립","80900","86300","5400","6.67","308189","25184828200"
"011810","STX","3275","3535","260","7.94","764511","2524093850"
"077970","STX엔진","13200","15750","2550","19.32","2818227","40856042600"
"071970","STX중공업","4260","4685","425","9.98","1447799","6264325595"
"002820","SUN&L","4590","4545","-45","-0.98","281817","1256644730"
"289080","SV인베스트먼트","2655","2910","255","9.60","21152322","62257846750"
"084870","TBH글로벌","1980","2045","65","3.28","1930035","3926371400"
"002710","TCC스틸","12600","14250","1650","13.10","16828316","228590433450"
"089230","THE E&M","456","543","87","19.08","32062578","17263229634"
"161570","THE MIDONG","1235","1255","20","1.62","759884","936618160"
"192410","THQ","4765","4550","-215","-4.51","8046606","38637951875"
"032540","TJ미디어","5830","6630","800","13.72","3430336","22069251320"
"022220","TKG애강","1880","1870","-10","-0.53","26631062","51804212500"
"069260","TKG휴켐스","19900","20150","250","1.26","3187000","62406734200"
"048770","TPC","4795","4875","80","1.67","15427126","75938768930"
"246690","TS인베스트먼트","2580","2345","-235","-9.11","34376993","83262057860"
"317240","TS트릴리온","853","874","21","2.46","7628186","6459716185"
"002900","TYM","2510","2445","-65","-2.59","166560471","428761609435"
"038340","UCI","1335","1335","0","0.00","0","0"
"073570","WI","1020","916","-104","-10.20","13746331","13590876313"
"024070","WISCOM","3300","3195","-105","-3.18","373519","1192174435"
"057030","YBM넷","4060","4695","635","15.64","16881527","87176905000"
"037270","YG PLUS","5470","6840","1370","25.05","17981707","112260978320"
"040300","YTN","3650","3620","-30","-0.82","276455","993626070"
"051390","YW","3680","3850","170","4.62","217902","814766475"
"052220","iMBC","3180","3460","280","8.81","1174543","3810626190"
"079940","가비아","11100","12250","1150","10.36","438156","5094724300"
"078890","가온미디어","8470","8370","-100","-1.18","3986600","33844196980"
"000500","가온전선","23150","21000","-2150","-9.29","386197","8465444800"
"399720","가온칩스","24650","27100","2450","9.94","13104812","337354799550"
"036620","감성코퍼레이션","1625","1770","145","8.92","9776355","16985002960"
"000860","강남제비스코","21050","23400","2350","11.16","152929","3427802750"
"217730","강스템바이오텍","2845","3950","1105","38.84","5095779","18012886700"
"035250","강원랜드","25450","25600","150","0.59","10577691","262102746350"
"114190","강원에너지","6370","5140","-1230","-19.31","6890606","38227649530"
"094480","갤럭시아머니트리","6080","7510","1430","23.52","39276236","301892473750"
"011420","갤럭시아에스엠","1865","2035","170","9.12","7105590","13858427495"
"039240","경남스틸","3275","3630","355","10.84","2917661","9835758560"
"053950","경남제약","2655","2545","-110","-4.14","19817068","57489811635"
"002100","경농","10850","11650","800","7.37","947141","10557368100"
"009450","경동나비엔","38450","39000","550","1.43","768284","30225849500"
"267290","경동도시가스","20550","23750","3200","15.57","1340171","30472306100"
"012320","경동인베스트","34000","34450","450","1.32","63629","2228362650"
"011040","경동제약","8930","8850","-80","-0.90","1658854","15050895630"
"000050","경방","12300","13200","900","7.32","107964","1389831650"
"214390","경보제약","7140","7180","40","0.56","278343","2000948760"
"012610","경인양행","5460","6040","580","10.62","2972564","17183561810"
"009140","경인전자","25500","27850","2350","9.22","74441","1962512300"
"024910","경창산업","2430","2610","180","7.41","1051702","2656074945"
"013580","계룡건설","25000","26100","1100","4.40","952260","23050674050"
"012200","계양전기","3060","3305","245","8.01","4630320","15195227750"
"012205","계양전기우","6670","5870","-800","-11.99","429588","2711326430"
"002140","고려산업","7070","4890","-2180","-30.83","29969848","180880296940"
"198440","고려시멘트","3450","3715","265","7.68","30133471","112863972740"
"049720","고려신용정보","11600","10550","-1050","-9.05","18626033","222270201800"
"010130","고려아연","463000","586000","123000","26.57","1110680","555404446000"
"002240","고려제강","20400","21550","1150","5.64","627569","12877624850"
"014570","고려제약","7700","8150","450","5.84","634117","5091814380"
"348150","고바이오랩","12750","13950","1200","9.41","744221","10185421800"
"098460","고영","13450","14700","1250","9.29","4813038","66770359555"
"035290","골드앤에스","2410","2430","20","0.83","9288266","24481277340"
"038530","골드퍼시픽","674","665","-9","-1.34","49896197","38839881195"
"900280","골든센츄리","371","384","13","3.50","35613319","14222041879"
"215000","골프존","139900","138600","-1300","-0.93","971237","135785321400"
"121440","골프존뉴딘홀딩스","7050","6930","-120","-1.70","885375","6041207110"
"183410","골프존데카","4390","4480","90","2.05","14412","61098520"
"366030","공구우먼","31600","11350","-20250","-64.08","34582850","514081618550"
"076340","관악산업","6700","6990","290","4.33","31564","165029030"
"009290","광동제약","6390","6710","320","5.01","8298754","57424946660"
"014200","광림","1490","1440","-50","-3.36","28626834","41120861315"
"017040","광명전기","3170","2940","-230","-7.26","19572966","58810902560"
"029480","광무","2855","3680","825","28.90","3798763","13971763490"
"017900","광전자","2260","2450","190","8.41","1609706","3773307410"
"037710","광주신세계","33300","33600","300","0.90","108041","3559838650"
"026910","광진실업","4895","5790","895","18.28","1254683","7077970135"
"355150","교보10호스팩","2240","2240","0","0.00","245621","549751790"
"397880","교보11호스팩","2145","2130","-15","-0.70","324126","696562715"
"421800","교보12호스팩","2105","2115","10","0.48","456236","966155490"
"331520","교보9호스팩","2470","2250","-220","-8.91","23923489","60281947135"
"030610","교보증권","6350","6440","90","1.42","727916","4553459020"
"339770","교촌에프앤비","11800","12150","350","2.97","750852","8919176050"
"053270","구영테크","3275","3360","85","2.60","17952990","61402839225"
"007690","국도화학","48850","51800","2950","6.04","549045","27085520750"
"005320","국동","1785","1805","20","1.12","27887029","55445008535"
"001140","국보","1190","1075","-115","-9.66","21101212","23741971230"
"066620","국보디자인","17000","17750","750","4.41","400169","6956616000"
"043650","국순당","8830","9390","560","6.34","1321070","11985442510"
"006050","국영지앤엠","1530","1635","105","6.86","10973097","18343714365"
"060480","국일신동","2970","3690","720","24.24","16502933","65109103370"
"078130","국일제지","2615","2710","95","3.63","9157556","23896104855"
"307750","국전약품","7380","8080","700","9.49","71981382","659759318080"
"002720","국제약품","5770","5580","-190","-3.29","11426729","67001210320"
"243870","굿센","15000","15500","500","3.33","2899","45532350"
"035080","그래디언트","18000","19550","1550","8.61","1637375","30042434500"
"204020","그리티","3145","3325","180","5.72","5766784","19032123675"
"083420","그린케미칼","7080","8970","1890","26.69","24555109","220254762230"
"186230","그린플러스","12000","13450","1450","12.08","882069","11189858500"
"014530","극동유화","3615","3770","155","4.29","2450578","8930757185"
"900070","글로벌에스엠","800","777","-23","-2.88","8045315","6393143990"
"204620","글로벌텍스프리","2475","2430","-45","-1.82","4779100","12500372015"
"019660","글로본","2490","2920","430","17.27","6087158","16546517100"
"014280","금강공업","7140","7440","300","4.20","2078716","14641762510"
"014285","금강공업우","12900","13050","150","1.16","26208","334139250"
"053260","금강철강","7120","7080","-40","-0.56","1958869","13531381700"
"008870","금비","71100","71000","-100","-0.14","49926","3735931400"
"001570","금양","5200","10350","5150","99.04","281323835","2429289641890"
"002990","금호건설","8010","8780","770","9.61","1227006","10076573140"
"002995","금호건설우","26550","28800","2250","8.47","6268","168280900"
"011780","금호석유","138000","133500","-4500","-3.26","2370323","298642647500"
"011785","금호석유우","87600","90100","2500","2.85","201289","17029218500"
"214330","금호에이치티","1290","1215","-75","-5.81","26655716","34403048000"
"001210","금호전기","1400","1410","10","0.71","4295794","5892088505"
"073240","금호타이어","3475","3730","255","7.34","5427569","19175998570"
"036190","금화피에스시","29850","30150","300","1.01","54333","1600380900"
"049080","기가레인","1525","1610","85","5.57","10960477","17302099785"
"035460","기산텔레콤","3425","4060","635","18.54","31633381","117921857130"
"092440","기신정기","3485","3750","265","7.60","371116","1336444075"
"000270","기아","76800","80700","3900","5.08","28786398","2324842954256"
"024110","기업은행","9210","9590","380","4.13","20156394","186797979540"
"013700","까뮤이앤씨","1910","2385","475","24.87","74242327","170763511705"
"308100","까스텔바작","9980","11050","1070","10.72","18348076","192679066830"
"004540","깨끗한나라","3505","3705","200","5.71","3473967","12769374140"
"004545","깨끗한나라우","19300","20050","750","3.89","7263","139719400"
"187790","나노","1095","1210","115","10.50","2422002","2817688125"
"286750","나노브릭","2065","2330","265","12.83","5610448","12823622655"
"121600","나노신소재","72100","88700","16600","23.02","4275416","343123722300"
"247660","나노씨엠에스","34500","30950","-3550","-10.29","4703513","165484399100"
"039860","나노엔텍","5440","5580","140","2.57","20762083","129341008260"
"091970","나노캠텍","1610","1610","0","0.00","0","0"
"244880","나눔테크","3035","3075","40","1.32","1345","3987535"
"288490","나라소프트","145","125","-20","-13.79","343399","43368245"
"051490","나라엠앤디","6420","7420","1000","15.58","5640905","40253589000"
"137080","나래나노텍","9110","9060","-50","-0.55","4410897","42244106080"
"190510","나무가","9430","10150","720","7.64","3544670","35823715090"
"242040","나무기술","1790","2050","260","14.53","21816234","47043801710"
"089600","나스미디어","22800","25700","2900","12.72","455357","11153942900"
"293580","나우IB","8550","8580","30","0.35","1359750","12257259010"
"257990","나우코스","5880","7100","1220","20.75","21210","137083670"
"138610","나이벡","24000","23900","-100","-0.42","1064322","26225149850"
"130580","나이스디앤비","7310","7900","590","8.07","788984","6710038180"
"036800","나이스정보통신","25200","26100","900","3.57","692449","17979865150"
"267320","나인테크","3605","3990","385","10.68","46489726","179612799865"
"001260","남광토건","11350","11550","200","1.76","2040800","22474075440"
"008350","남선알미늄","2130","2265","135","6.34","62411366","141400502700"
"008355","남선알미우","22050","23800","1750","7.94","81168","1903588500"
"004270","남성","2260","2440","180","7.96","2522804","6133389405"
"003920","남양유업","369500","386500","17000","4.60","12559","4659448500"
"003925","남양유업우","199500","213000","13500","6.77","2112","430134000"
"025860","남해화학","9650","10050","400","4.15","9839514","94999113650"
"111710","남화산업","7450","8080","630","8.46","190851","1453864540"
"091590","남화토건","7480","7890","410","5.48","1514126","11964092180"
"168330","내츄럴엔도텍","4265","4870","605","14.19","1047781","5103309255"
"094860","네오리진","717","736","19","2.65","22121152","17344269563"
"253590","네오셈","3430","3325","-105","-3.06","3533311","12081988095"
"212560","네오오토","6050","7470","1420","23.47","6222213","46418725900"
"095660","네오위즈","25900","28150","2250","8.69","7606925","209793669150"
"042420","네오위즈홀딩스","29450","32850","3400","11.54","2315364","74513412300"
"950220","네오이뮨텍","4520","5200","680","15.04","58804034","301829330190"
"311390","네오크레마","13800","14000","200","1.45","1849623","28313150100"
"085910","네오티스","5010","5470","460","9.18","1777244","9242593215"
"092730","네오팜","20150","20400","250","1.24","233056","4770486100"
"290660","네오펙트","2095","2190","95","4.53","1755943","3968769060"
"306620","네온테크","4405","4490","85","1.93","41377082","191559348680"
"153460","네이블","7180","7400","220","3.06","193343","1449537630"
"007390","네이처셀","18950","23150","4200","22.16","23835675","549162931500"
"033640","네패스","19250","20350","1100","5.71","2405537","46899367650"
"330860","네패스아크","28550","29100","550","1.93","846392","24097243250"
"005720","넥센","3470","3640","170","4.90","258280","916669200"
"005725","넥센우","3085","3030","-55","-1.78","88164","257116610"
"002350","넥센타이어","5520","6490","970","17.57","3032171","18837364720"
"002355","넥센타이어1우B","2745","2905","160","5.83","392772","1075617965"
"089140","넥스턴바이오","2785","3355","570","20.47","57068014","194564347710"
"137940","넥스트아이","720","742","22","3.06","5229374","3953358130"
"396270","넥스트칩","14700","11000","-3700","-25.17","16803513","216928262850"
"348210","넥스틴","59000","56000","-3000","-5.08","1414347","85743127300"
"225570","넥슨게임즈","17450","22350","4900","28.08","21026779","435593908800"
"217270","넵튠","11650","15000","3350","28.76","7422993","115079585100"
"251270","넷마블","68700","71900","3200","4.66","4594464","323001821200"
"317860","노드메이슨","7300","8490","1190","16.30","2084","15469890"
