종목코드,종목명,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금
"050120","ES큐브","3900","3840","-60","-1.54","786666","3069207095"
"084180","EV수성","1525","1375","-150","-9.84","22184028","32960287970"
"383220","F&F","138000","155000","17000","12.32","2714748","405983455500"
"007700","F&F홀딩스","18800","19800","1000","5.32","795487","15540955050"
"214270","FSN","4420","5060","640","14.48","21206960","111231172650"
"130500","GH신소재","4910","4960","50","1.02","30712607","171283732065"
"114090","GKL","13950","15000","1050","7.53","5023494","71193460500"
"900290","GRT","1240","1300","60","4.84","2697836","3443140650"
"078930","GS","39650","42750","3100","7.82","3825897","154067802050"
"083450","GST","21750","21850","100","0.46","1596747","35007450750"
"006360","GS건설","29550","32150","2600","8.80","15658720","461993396550"
"001250","GS글로벌","3240","3890","650","20.06","229769717","841971830975"
"007070","GS리테일","25500","25750","250","0.98","4900697","120516828050"
"078935","GS우","34550","34950","400","1.16","58777","2010432550"
"297890","HB솔루션","13100","13550","450","3.44","1158109","15425571600"
"078150","HB테크놀러지","1865","2035","170","9.12","13781484","27847493310"
"012630","HDC","6540","6970","430","6.57","1231568","8250160930"
"039570","HDC랩스","8460","8800","340","4.02","890095","8271562640"
"089470","HDC현대EP","3865","4250","385","9.96","435611","1763237170"
"294870","HDC현대산업개발","11450","13050","1600","13.97","6957124","82882631550"
"267250","HD현대","52900","58400","5500","10.40","3176494","171698929650"
"097230","HJ중공업","6800","6870","70","1.03","276563","1882776460"
"195940","HK이노엔","40150","43800","3650","9.09","12453337","531075889450"
"028300","HLB","40300","47700","7400","18.36","26052187","1142626878950"
"003580","HLB글로벌","10100","9680","-420","-4.16","13462466","131696534720"
"343090","HLB사이언스","4100","4255","155","3.78","320384","1244801470"
"067630","HLB생명과학","13000","14150","1150","8.85","26063413","348037093450"
"047920","HLB제약","15650","16500","850","5.43","7828707","119545197150"
"115450","HLB테라퓨틱스","13400","12100","-1300","-9.70","5131333","64127487400"
"011200","HMM","25100","25350","250","1.00","39381431","954034092950"
"036640","HRS","6190","6720","530","8.56","2674358","16922965970"
"082740","HSD엔진","7298","8690","1392","19.07","9064906","80490340330"
"335870","IBKS제12호스팩","2460","2825","365","14.84","6079242","15326860775"
"351340","IBKS제13호스팩","2030","2015","-15","-0.74","1339490","2762704440"
"388790","IBKS제16호스팩","2225","2225","0","0.00","0","0"
"405350","IBKS제17호스팩","2280","2270","-10","-0.44","458950","1052079215"
"003560","IHQ","719","726","7","0.97","11352892","8560537103"
"095340","ISC","32550","31400","-1150","-3.53","4487075","148099515800"
"099520","ITX-AI","1285","1285","0","0.00","0","0"
"175330","JB금융지주","7130","7380","250","3.51","5815773","42424129150"
"950170","JTC","2845","2695","-150","-5.27","658791","1773214155"
"234080","JW생명과학","13350","13700","350","2.62","270134","3675652450"
"067290","JW신약","3845","4145","300","7.80","8712690","35785624965"
"001060","JW중외제약","24050","23000","-1050","-4.37","1737419","42374678100"
"001067","JW중외제약2우B","70300","70500","200","0.28","2852","202825700"
"001065","JW중외제약우","36600","36550","-50","-0.14","5644","203467550"
"096760","JW홀딩스","3360","3460","100","2.98","704426","2435056190"
"035900","JYP Ent.","53400","57800","4400","8.24","8262331","462938880700"
"318000","KBG","5930","6590","660","11.13","1029938","6441868210"
"024840","KBI메탈","1715","1835","120","7.00","2623997","4723617635"
"105560","KB금융","47000","51300","4300","9.15","25541633","1213880820751"
"024120","KB오토시스","5620","5470","-150","-2.67","1314595","7119329540"
"002380","KCC","287500","307000","19500","6.78","772220","225352686500"
"021320","KCC건설","6870","7280","410","5.97","421417","2894859200"
"344820","KCC글라스","44800","49400","4600","10.27","494267","22788532950"
"036670","KCI","8190","8890","700","8.55","209883","1806078330"
"009070","KCTC","4460","5180","720","16.14","8281986","43574018620"
"009440","KC그린홀딩스","5020","4950","-70","-1.39","2665464","13048393965"
"112190","KC산업","3420","3695","275","8.04","15758","53561315"
"119650","KC코트렐","4230","4630","400","9.46","1188965","5271091895"
"044180","KD","1035","1075","40","3.86","1591595","1627048200"
"092220","KEC","2545","2730","185","7.27","44095719","119231325100"
"151860","KG ETS","15850","15700","-150","-0.95","27266390","418681946700"
"046440","KG모빌리언스","7130","7330","200","2.81","3760560","26277282210"
"016380","KG스틸","13150","12700","-450","-3.42","14601115","181768010250"
"035600","KG이니시스","13700","14100","400","2.92","2473730","33901082050"
"001390","KG케미칼","26100","29200","3100","11.88","7645411","216619538350"
"226360","KH 건설","919","864","-55","-5.98","171472104","151881801299"
"111870","KH 전자","753","821","68","9.03","34449191","26582958454"
"033180","KH 필룩스","1525","1515","-10","-0.66","17025883","25212771935"
"060720","KH바텍","18200","19550","1350","7.42","4451938","89708802050"
"001940","KISCO홀딩스","14050","14250","200","1.42","409060","5713212100"
"058400","KNN","1010","1070","60","5.94","7206245","7516552229"
"114450","KPX생명과학","5280","5610","330","6.25","26522026","170856512830"
"025000","KPX케미칼","47950","51400","3450","7.19","49756","2462274300"
"092230","KPX홀딩스","59600","60500","900","1.51","15296","913980600"
"000040","KR모터스","633","713","80","12.64","57434234","44576083987"
"044450","KSS해운","9650","10850","1200","12.44","686830","6881738830"
"030200","KT","36650","38600","1950","5.32","16018367","601252281875"
"033780","KT&G","80700","81200","500","0.62","5084720","413824965000"
"058850","KTcs","2015","2385","370","18.36","19624157","45156767050"
"058860","KTis","2595","2805","210","8.09","7387988","19824734710"
"060370","KT서브마린","6450","6970","520","8.06","13861893","94389435100"
"122450","KX","7690","7870","180","2.34","984046","7498599360"
"052900","KX하이텍","1380","1510","130","9.42","10256319","15314801970"
"093050","LF","16150","17050","900","5.57","946891","15693656850"
"003550","LG","78400","81600","3200","4.08","3560557","280434934200"
"034220","LG디스플레이","15250","16400","1150","7.54","28283834","432117604250"
"051900","LG생활건강","714000","743000","29000","4.06","1244499","923532970271"
"051905","LG생활건강우","330500","363500","33000","9.98","109352","38333618500"
"373220","LG에너지솔루션","388000","470000","82000","21.13","12420145","5087791604500"
"003555","LG우","61400","62800","1400","2.28","40658","2505399100"
"032640","LG유플러스","12300","12550","250","2.03","15639840","192937110208"
"011070","LG이노텍","338000","342500","4500","1.33","4870412","1678699993000"
"066570","LG전자","92000","95400","3400","3.70","13156804","1226387661100"
"066575","LG전자우","44800","46800","2000","4.46","395723","18085562200"
"037560","LG헬로비전","5610","5480","-130","-2.32","12392382","70068808390"
"051910","LG화학","540000","672000","132000","24.44","6106171","3545887705491"
"051915","LG화학우","254500","328000","73500","28.88","327311","91885442558"
"079550","LIG넥스원","69400","89900","20500","29.54","5611348","464814378200"
"006260","LS","55400","61500","6100","11.01","3057986","169958519800"
"010120","LS ELECTRIC","53200","58900","5700","10.71","3549984","194668360500"
"000680","LS네트웍스","2650","3135","485","18.30","1865940","5572553020"
"229640","LS전선아시아","6920","7370","450","6.50","5771867","42462419140"
"108320","LX세미콘","95500","92400","-3100","-3.25","4550514","426710303500"
"001120","LX인터내셔널","29600","33600","4000","13.51","5914675","184281158150"
"108670","LX하우시스","42100","45200","3100","7.36","529765","22719490950"
"108675","LX하우시스우","20400","21950","1550","7.60","64930","1308091400"
"383800","LX홀딩스","8950","8660","-290","-3.24","2939281","25477263460"
"38380K","LX홀딩스1우","12150","12200","50","0.41","67918","813970850"
"023150","MH에탄올","8550","9080","530","6.20","3313103","31559175370"
"035420","NAVER","249000","268500","19500","7.83","14899016","3758969379594"
"160550","NEW","7150","8500","1350","18.88","7336837","57634784200"
"053290","NE능률","5410","5620","210","3.88","20897683","135673039860"
"181710","NHN","27650","29450","1800","6.51","2252816","63763646400"
"104200","NHN벅스","9070","9280","210","2.32","6655454","63724555620"
"060250","NHN한국사이버결제","12850","13700","850","6.61","14063508","195130062500"
"400760","NH올원리츠","4540","4640","100","2.20","1099425","4900262100"
"005940","NH투자증권","9230","10000","770","8.34","12916885","122521390970"
"005945","NH투자증권우","9210","9920","710","7.71","732591","6957975970"
"338100","NH프라임리츠","4660","4665","5","0.11","621434","2856343675"
"034310","NICE","14600","13400","-1200","-8.22","1154369","16115430250"
"030190","NICE평가정보","14250","16500","2250","15.79","2044101","30925464433"
"008260","NI스틸","4850","5040","190","3.92","2520532","12487587200"
"004250","NPC","8770","9740","970","11.06","38215988","364463195500"
"004255","NPC우","4725","5050","325","6.88","6613984","34742612280"
"010060","OCI","127000","126500","-500","-0.39","14192291","1666192102000"
"178920","PI첨단소재","33850","38750","4900","14.48","2483729","88566649950"
"024940","PN풍년","4910","5720","810","16.50","4700775","24225274405"
"005490","POSCO홀딩스","231000","253000","22000","9.52","5975197","1400110728130"
"218410","RFHIC","21900","23600","1700","7.76","2138694","48222987000"
"327260","RF머트리얼즈","11150","10800","-350","-3.14","347551","3828733000"
"091340","S&K폴리텍","4235","4500","265","6.26","192289","835359660"
"010950","S-Oil","93000","86400","-6600","-7.10","9538002","854554483772"
"010955","S-Oil우","58000","56800","-1200","-2.07","301111","17269457900"
"019550","SBI인베스트먼트","1550","1470","-80","-5.16","20720834","30100855370"
"950110","SBI핀테크솔루션즈","4305","4830","525","12.20","125706","578463330"
"034120","SBS","42600","43500","900","2.11","937208","39009569550"
"046140","SBS콘텐츠허브","6030","7020","990","16.42","2104861","14834714070"
"151910","SBW생명과학","3800","3245","-555","-14.61","5374498","19235053340"
"036120","SCI평가정보","3340","2965","-375","-11.23","18456940","62563417475"
"099220","SDN","2510","3045","535","21.31","275867763","809201216475"
"036540","SFA반도체","5140","5340","200","3.89","34565629","185123763945"
"255220","SG","1595","1775","180","11.29","25932090","47905285555"
"040610","SG&G","1995","2145","150","7.52","9348771","19977007005"
"049470","SGA","943","940","-3","-0.32","4114243","3861779710"
"184230","SGA솔루션즈","865","982","117","13.53","36921920","37706095964"
"005090","SGC에너지","33600","38400","4800","14.29","1512950","54103437650"
"016250","SGC이테크건설","43500","50300","6800","15.63","113910","5294159250"
"001380","SG글로벌","1360","1490","130","9.56","2796387","4134819465"
"004060","SG세계물산","560","618","58","10.36","16701176","9834993564"
"001770","SHD","30050","32150","2100","6.99","200639","6093627350"
"002360","SH에너지화학","1000","1110","110","11.00","104042371","111288328867"
"009160","SIMPAC","6250","6580","330","5.28","2768932","17368987410"
"123700","SJM","3500","3665","165","4.71","187772","676889715"
"025530","SJM홀딩스","3005","3130","125","4.16","1323017","4004914695"
"034730","SK","208500","228500","20000","9.59","2520770","543278520488"
"337450","SK5호스팩","5040","3400","-1640","-32.54","64368432","322732135545"
"340350","SK6호스팩","2265","2115","-150","-6.62","7888943","17130508965"
"011790","SKC","132000","133000","1000","0.76","4326358","569903626500"
"018670","SK가스","112000","117000","5000","4.46","259998","29028331500"
"001740","SK네트웍스","4250","4375","125","2.94","8245386","35948136225"
"001745","SK네트웍스우","57600","61800","4200","7.29","5168","304124400"
"006120","SK디스커버리","34800","36400","1600","4.60","336894","11974063250"
"006125","SK디스커버리우","30250","30800","550","1.82","35948","1095984850"
"210980","SK디앤디","24800","28300","3500","14.11","461035","11748631600"
"068400","SK렌터카","8260","8860","600","7.26","3409748","31764898610"
"395400","SK리츠","5710","5480","-230","-4.03","6689144","35893311070"
"302440","SK바이오사이언스","140000","124000","-16000","-11.43","20580882","2812174518500"
"326030","SK바이오팜","78800","81000","2200","2.79","2090430","164456159800"
"402340","SK스퀘어","39800","43450","3650","9.17","6690696","277966001770"
"260870","SK시그넷","48350","50800","2450","5.07","156450","8096427300"
"361610","SK아이이테크놀로지","82000","93700","11700","14.27","11028274","928379513700"
"03473K","SK우","184500","196000","11500","6.23","13525","2511826000"
"096770","SK이노베이션","171500","194000","22500","13.12","8266784","1491720658500"
"096775","SK이노베이션우","110500","120000","9500","8.60","44810","5113779500"
"001510","SK증권","726","774","48","6.61","21293947","15877364997"
"001515","SK증권우","2980","3095","115","3.86","113318","341043145"
"285130","SK케미칼","102000","106500","4500","4.41","1318193","138048351500"
"28513K","SK케미칼우","51700","53100","1400","2.71","141037","7450896500"
"017670","SK텔레콤","54000","52700","-1300","-2.41","11010712","590192099201"
"000660","SK하이닉스","94800","94000","-800","-0.84","66218827","6474287335862"
"048550","SM C&C","3350","4090","740","22.09","50750326","197652122275"
"063440","SM Life Design","2130","2395","265","12.44","20463782","48247806135"
"064960","SNT모티브","41000","42100","1100","2.68","805906","34601852250"
"100840","SNT에너지","16550","17700","1150","6.95","606399","9854990450"
"003570","SNT중공업","6800","9140","2340","34.41","11008623","92263994520"
"036530","SNT홀딩스","15450","15550","100","0.65","494917","7925246350"
"005610","SPC삼립","80900","86300","5400","6.67","307886","25158700900"
"011810","STX","3275","3535","260","7.94","763528","2520631320"
"077970","STX엔진","13200","15700","2500","18.94","2815706","40816439150"
"071970","STX중공업","4260","4685","425","9.98","1447058","6260853570"
"002820","SUN&L","4590","4555","-35","-0.76","281807","1256599280"
"289080","SV인베스트먼트","2655","2905","250","9.42","21151909","62256643355"
"084870","TBH글로벌","1980","2055","75","3.79","1929743","3925772940"
"002710","TCC스틸","12600","14250","1650","13.10","16818363","228448697600"
"089230","THE E&M","456","543","87","19.08","32059695","17261664165"
"161570","THE MIDONG","1235","1255","20","1.62","759778","936485130"
"192410","THQ","4765","4550","-215","-4.51","8045904","38634757775"
"032540","TJ미디어","5830","6620","790","13.55","3429155","22061426210"
"022220","TKG애강","1880","1880","0","0.00","26628195","51798845190"
"069260","TKG휴켐스","19900","20150","250","1.26","3186254","62391718800"
"048770","TPC","4795","4890","95","1.98","15421819","75912884660"
"246690","TS인베스트먼트","2580","2340","-240","-9.30","34366239","83236845930"
"317240","TS트릴리온","853","872","19","2.23","7623392","6455525730"
"002900","TYM","2510","2425","-85","-3.39","166416723","428411285000"
"038340","UCI","1335","1335","0","0.00","0","0"
"073570","WI","1020","920","-100","-9.80","13732369","13578076063"
"024070","WISCOM","3300","3200","-100","-3.03","373218","1191211240"
"057030","YBM넷","4060","4690","630","15.52","16881145","87175111815"
"037270","YG PLUS","5470","6810","1340","24.50","17972412","112197487450"
"040300","YTN","3650","3620","-30","-0.82","276455","993626070"
"051390","YW","3680","3850","170","4.62","217782","814304475"
"052220","iMBC","3180","3460","280","8.81","1174451","3810308620"
"079940","가비아","11100","12200","1100","9.91","438138","5094503850"
"078890","가온미디어","8470","8390","-80","-0.94","3984365","33825474680"
"000500","가온전선","23150","20950","-2200","-9.50","385099","8442405000"
"399720","가온칩스","24650","27150","2500","10.14","13093423","337045644850"
"036620","감성코퍼레이션","1625","1770","145","8.92","9772017","16977345000"
"000860","강남제비스코","21050","23450","2400","11.40","152828","3425437200"
"217730","강스템바이오텍","2845","3900","1055","37.08","5091286","17995211465"
"035250","강원랜드","25450","25650","200","0.79","10567448","261840008350"
"114190","강원에너지","6370","5130","-1240","-19.47","6888994","38219380600"
"094480","갤럭시아머니트리","6080","7510","1430","23.52","39269381","301840893230"
"011420","갤럭시아에스엠","1865","2040","175","9.38","7105438","13858117055"
"039240","경남스틸","3275","3625","350","10.69","2914673","9824912095"
"053950","경남제약","2655","2550","-105","-3.95","19815234","57485140835"
"002100","경농","10850","11600","750","6.91","943389","10513659500"
"009450","경동나비엔","38450","38800","350","0.91","767016","30176514000"
"267290","경동도시가스","20550","23650","3100","15.09","1339440","30454985250"
"012320","경동인베스트","34000","34450","450","1.32","63599","2227329150"
"011040","경동제약","8930","8840","-90","-1.01","1657252","15036725840"
"000050","경방","12300","13100","800","6.50","107933","1389425450"
"214390","경보제약","7140","7170","30","0.42","277841","1997363730"
"012610","경인양행","5460","6030","570","10.44","2967932","17155630540"
"009140","경인전자","25500","27850","2350","9.22","74440","1962484450"
"024910","경창산업","2430","2605","175","7.20","1051602","2655813945"
"013580","계룡건설","25000","26100","1100","4.40","950898","23015216550"
"012200","계양전기","3060","3295","235","7.68","4623446","15172478840"
"012205","계양전기우","6670","5870","-800","-11.99","429388","2710152430"
"002140","고려산업","7070","4900","-2170","-30.69","29959201","180828275020"
"198440","고려시멘트","3450","3720","270","7.83","30122411","112822843000"
"049720","고려신용정보","11600","10550","-1050","-9.05","18611336","222115159350"
"010130","고려아연","463000","583000","120000","25.92","1107079","553300366000"
"002240","고려제강","20400","21600","1200","5.88","627347","12872840250"
"014570","고려제약","7700","8150","450","5.84","633491","5086702480"
"348150","고바이오랩","12750","14000","1250","9.80","744153","10184471800"
"098460","고영","13450","14700","1250","9.29","4806513","66674829955"
"035290","골드앤에스","2410","2440","30","1.24","9282476","24467195080"
"038530","골드퍼시픽","674","664","-10","-1.48","49891116","38836502327"
"900280","골든센츄리","371","383","12","3.23","35594542","14214854264"
"215000","골프존","139900","138700","-1200","-0.86","970804","135725311700"
"121440","골프존뉴딘홀딩스","7050","6930","-120","-1.70","883016","6024860490"
"183410","골프존데카","4390","4480","90","2.05","14412","61098520"
"366030","공구우먼","31600","11350","-20250","-64.08","34575891","514002932550"
"076340","관악산업","6700","6990","290","4.33","31564","165029030"
"009290","광동제약","6390","6710","320","5.01","8291274","57374778980"
"014200","광림","1490","1435","-55","-3.69","28614746","41103489275"
"017040","광명전기","3170","2925","-245","-7.73","19539758","58713519615"
"029480","광무","2855","3675","820","28.72","3797080","13965581355"
"017900","광전자","2260","2455","195","8.63","1608020","3769169895"
"037710","광주신세계","33300","33600","300","0.90","107944","3556581800"
"026910","광진실업","4895","5820","925","18.90","1254617","7077587745"
"355150","교보10호스팩","2240","2240","0","0.00","245621","549751790"
"397880","교보11호스팩","2145","2130","-15","-0.70","324126","696562715"
"421800","교보12호스팩","2105","2100","-5","-0.24","454235","961923375"
"331520","교보9호스팩","2470","2275","-195","-7.89","23912277","60256676835"
"030610","교보증권","6350","6440","90","1.42","727885","4553259380"
"339770","교촌에프앤비","11800","12200","400","3.39","750580","8915861150"
"053270","구영테크","3275","3370","95","2.90","17944351","61373787635"
"007690","국도화학","48850","51600","2750","5.63","549037","27085107150"
"005320","국동","1785","1805","20","1.12","27884154","55439830365"
"001140","국보","1190","1075","-115","-9.66","21098816","23739396470"
"066620","국보디자인","17000","17750","750","4.41","400142","6956136750"
"043650","국순당","8830","9380","550","6.23","1320209","11977358430"
"006050","국영지앤엠","1530","1635","105","6.86","10969968","18338614030"
"060480","국일신동","2970","3685","715","24.07","16485616","65045261070"
"078130","국일제지","2615","2715","100","3.82","9150534","23877066305"
"307750","국전약품","7380","8080","700","9.49","71978811","659738541550"
"002720","국제약품","5770","5590","-180","-3.12","11426669","67000875480"
"243870","굿센","15000","15500","500","3.33","2899","45532350"
"035080","그래디언트","18000","19450","1450","8.06","1635190","29999822900"
"204020","그리티","3145","3325","180","5.72","5766438","19030974615"
"083420","그린케미칼","7080","8990","1910","26.98","24553315","220238692080"
"186230","그린플러스","12000","13450","1450","12.08","881775","11185904200"
"014530","극동유화","3615","3765","150","4.15","2449343","8926100405"
"900070","글로벌에스엠","800","776","-24","-3.00","8043127","6391446324"
"204620","글로벌텍스프리","2475","2465","-10","-0.40","4773633","12487053520"
"019660","글로본","2490","2935","445","17.87","6085507","16541702145"
"014280","금강공업","7140","7450","310","4.34","2077632","14633698850"
"014285","금강공업우","12900","13050","150","1.16","26208","334139250"
"053260","금강철강","7120","7060","-60","-0.84","1955131","13504963560"
"008870","금비","71100","70600","-500","-0.70","49923","3735718400"
"001570","금양","5200","10400","5200","100.00","281147215","2427470150090"
"002990","금호건설","8010","8790","780","9.74","1224371","10053424220"
"002995","금호건설우","26550","28800","2250","8.47","6268","168280900"
"011780","금호석유","138000","133500","-4500","-3.26","2369730","298563419500"
"011785","금호석유우","87600","90300","2700","3.08","201183","17019656400"
"214330","금호에이치티","1290","1220","-70","-5.43","26641631","34386003250"
"001210","금호전기","1400","1410","10","0.71","4294840","5890739210"
"073240","금호타이어","3475","3735","260","7.48","5426448","19171814935"
"036190","금화피에스시","29850","30200","350","1.17","54317","1599897800"
"049080","기가레인","1525","1610","85","5.57","10955073","17293415840"
"035460","기산텔레콤","3425","4060","635","18.54","31585460","117726986620"
"092440","기신정기","3485","3750","265","7.60","371110","1336421580"
"000270","기아","76800","80700","3900","5.08","28760016","2322711790256"
"024110","기업은행","9210","9580","370","4.02","20129617","186541280050"
"013700","까뮤이앤씨","1910","2400","490","25.65","74206160","170677116605"
"308100","까스텔바작","9980","11200","1220","12.22","18339506","192583757280"
"004540","깨끗한나라","3505","3685","180","5.14","3467086","12743972400"
"004545","깨끗한나라우","19300","20050","750","3.89","7263","139719400"
"187790","나노","1095","1205","110","10.05","2418833","2813876900"
"286750","나노브릭","2065","2320","255","12.35","5609722","12821932600"
"121600","나노신소재","72100","89000","16900","23.44","4271167","342747066600"
"247660","나노씨엠에스","34500","31000","-3500","-10.14","4702196","165443674350"
"039860","나노엔텍","5440","5600","160","2.94","20760954","129334699990"
"091970","나노캠텍","1610","1610","0","0.00","0","0"
"244880","나눔테크","3035","3075","40","1.32","1345","3987535"
"288490","나라소프트","145","125","-20","-13.79","273396","34617861"
"051490","나라엠앤디","6420","7420","1000","15.58","5640202","40248362990"
"137080","나래나노텍","9110","9070","-40","-0.44","4409711","42233358070"
"190510","나무가","9430","10200","770","8.17","3544515","35822134940"
"242040","나무기술","1790","2055","265","14.80","21810147","47031308000"
"089600","나스미디어","22800","25750","2950","12.94","454331","11127570450"
"293580","나우IB","8550","8610","60","0.70","1359664","12256521130"
"257990","나우코스","5880","7100","1220","20.75","21210","137083670"
"138610","나이벡","24000","24100","100","0.42","1063666","26209406300"
"130580","나이스디앤비","7310","7900","590","8.07","788935","6709651190"
"036800","나이스정보통신","25200","25800","600","2.38","686712","17829951850"
"267320","나인테크","3605","4015","410","11.37","46470322","179535145965"
"001260","남광토건","11350","11550","200","1.76","2038240","22444531690"
"008350","남선알미늄","2130","2265","135","6.34","62396982","141367945235"
"008355","남선알미우","22050","23800","1750","7.94","81168","1903588500"
"004270","남성","2260","2450","190","8.41","2522743","6133240255"
"003920","남양유업","369500","385000","15500","4.19","12558","4659062000"
"003925","남양유업우","199500","213000","13500","6.77","2112","430134000"
"025860","남해화학","9650","10050","400","4.15","9836682","94970702150"
"111710","남화산업","7450","8080","630","8.46","190807","1453509020"
"091590","남화토건","7480","7880","400","5.35","1511158","11940714040"
"168330","내츄럴엔도텍","4265","4890","625","14.65","1047571","5102284775"
"094860","네오리진","717","737","20","2.79","22114479","17339353382"
"253590","네오셈","3430","3325","-105","-3.06","3529060","12067893520"
"212560","네오오토","6050","7520","1470","24.30","6221853","46416036300"
"095660","네오위즈","25900","27950","2050","7.92","7597603","209531864200"
"042420","네오위즈홀딩스","29450","32750","3300","11.21","2312144","74408100100"
"950220","네오이뮨텍","4520","5200","680","15.04","58785958","301735408740"
"311390","네오크레마","13800","14000","200","1.45","1849367","28309578600"
"085910","네오티스","5010","5470","460","9.18","1774339","9226695115"
"092730","네오팜","20150","20350","200","0.99","233016","4769671600"
"290660","네오펙트","2095","2195","100","4.77","1755104","3966931650"
"306620","네온테크","4405","4505","100","2.27","41365972","191509484220"
"153460","네이블","7180","7380","200","2.79","193124","1447918750"
"007390","네이처셀","18950","23250","4300","22.69","23821229","548828506900"
"033640","네패스","19250","20350","1100","5.71","2400871","46804330950"
"330860","네패스아크","28550","29150","600","2.10","845996","24085706900"
"005720","넥센","3470","3640","170","4.90","258267","916621880"
"005725","넥센우","3085","3030","-55","-1.78","88164","257116610"
"002350","넥센타이어","5520","6530","1010","18.30","3025599","18794577840"
"002355","넥센타이어1우B","2745","2930","185","6.74","392759","1075580200"
"089140","넥스턴바이오","2785","3360","575","20.65","57040723","194473110720"
"137940","넥스트아이","720","742","22","3.06","5222073","3947944145"
"396270","넥스트칩","14700","10950","-3750","-25.51","16799017","216878963000"
"348210","넥스틴","59000","56000","-3000","-5.08","1412824","85657739600"
"225570","넥슨게임즈","17450","22400","4950","28.37","21007761","435168902700"
"217270","넵튠","11650","15000","3350","28.76","7422206","115067779700"
"251270","넷마블","68700","72300","3600","5.24","4586018","322391856200"
"317860","노드메이슨","7300","8490","1190","16.30","2084","15469890"
